channel_id,channel_name,niche,country,description,subscribers,total_views,total_videos,published_at,avg_views_per_video,engagement_rate_raw,engagement_rate
UCKB4ERIKw52xw2BEnn-xz3Q,fitness journey,Fitness,IN,Welcome  ❤️  'A little progress each day adds up to big difference' n our channel fitness journey completely stand by this quotation . I started this youtube channel when I was on my fitness journey n,565000,110816878,508,2020-05-06T13:05:35.609233Z,218143.46062992126,38.60946205839315,3.6791
UCn8Fiasqd-6G3A6AS322mZA,FitMuscle TV,Fitness,IN,"Muscle TV is your one stop for all fitness related queries.

Run by Gaurav Taneja.
Gaurav holds a Bachelor's degree from IIT Kharagpur (2008), A certified Nutritionist, a professional Bodybuilder and ",2080000,249273033,422,2016-11-30T09:39:41Z,590694.3909952607,28.398768797849073,3.381
UCILyq7gn6_ISHshQ4BJyIWg,YOURFITNESSTORIES,Fitness,IN,FITNESS SHORTS ❤,2180000,1445777539,1613,2014-02-09T05:02:30Z,896328.294482331,41.1159768111161,3.7404
UCPyPGoySB1bXEHABvenKBbg,shivam fitness,Fitness,IN,"हर हर महादेव 🙏 (be greatful for a good health)
Mail - sm3920240@gmail.com

Thank you so much 🙏
I am a health expert from (IGNOU) and a trainer.
Providing health and nutrition related videos
On my chan",829000,533690058,1424,2014-07-23T20:11:24Z,374782.34410112357,45.208967925346634,3.8332
UCUOdTQuFq4Z-36QSlWHg9Ig,The Nitesh Fitness Empire,Fitness,Unknown,"No paid collab No brand Promotion
Follow me for Ghar ka khana body bnao
Insta id Niteshsoniy

https://www.instagram.com/niteshsoniy?igsh=MXI2aHFtZnFzY3drYg==",2490000,1162015881,1881,2022-06-01T16:44:39.018346Z,617764.9553429027,24.809837563971996,3.2508
UCX3_LZqWIEQIK22w2Wkkqcw,Eshwar Bolegar ,Fitness,IN,"Hi, I’m Eshwar Bolegar — a fitness content creator, coach, and athlete.
On this channel, I share practical fitness education to help you build a better body and stronger mindset. You’ll find content r",169000,34582299,533,2018-07-09T18:36:03Z,64882.36210131332,38.391930237463505,3.6736
UCfOHfoIZlaq4vOiW4uJGImw,Rohit Soniya Vlogs,Fitness,IN,Making Memories...,860000,513641636,551,2020-02-04T09:50:21.736531Z,932198.9764065336,108.39522981471322,4.695
UCZJcDejPgShIpNExoaN_EIg,Kiran Sagar Fitness,Fitness,IN,"Kiran is the founder of the Shred Fix Program, a Certified Nutritionist, Health Coach, and Strength & Conditioning Coach from ISSA (USA). He holds a Diploma in Personal Training and Fitness from Activ",332000,23129120,444,2018-10-28T11:39:40Z,52092.61261261261,15.690545967654401,2.8148
UCWDtr7aXBLPS62INLF5fDKg,Sahil Fitness,Fitness,IN,"1. ‘The last three or four reps is what makes the muscle grow. This area of pain divides a champion from someone who is not a champion.’

— Arnold Schwarzenegger, seven-time Mr. Olympia

2. ‘Success u",930000,504282715,2954,2017-11-20T02:49:48Z,170711.81956668923,18.356109630826797,2.963
UCYC6Vcczj8v-Y5OgpEJTFBw,Fit Tuber,Fitness,IN,"Welcome to Fit Tuber! I am a fitness enthusiast from India. Fitness doesn't necessarily mean making bulky muscles. To me, it is to stay healthy and feel good about our bodies. I am not the fittest per",8220000,1116733996,670,2016-08-21T11:29:01Z,1666767.1582089553,20.276972727602864,3.0576
UCfrRUp2ERVNICHAY17cL5Ug,FitManjeet,Fitness,IN,"Hello,
This is FitManjeet, hope you are doing good. This channel is about fitness from fitness pranks to fitness knowledgeable videos. This channel provides you with entertainment, fun and comedy to k",2130000,279851504,340,2018-11-26T08:10:48Z,823092.6588235294,38.64284783209058,3.6799
UCfgrg0SXgNkZ7rTbnZCp6tg,Saket Gokhale,Fitness,IN,"capturing the best moments of my life on video :)

📝 certified nutrition & fitness coach",2170000,349719234,1182,2019-08-30T16:48:37Z,295870.75634517765,13.634597066598047,2.6834
UCvPpp_B29P5kSjSr8IsSLYA,Commando Fitness club,Fitness,Unknown,"Former NSG Black Cat Black Belt Commando
Mission Save Nirbhaya 🇮🇳
Join our family & Support Us.
Contact us for paid promotion & collaboration on Gmail- commandofitnessclub7@gmail.com
Whatsapp no -9599",5910000,1725188684,280,2014-09-04T17:01:38Z,6161388.157142857,104.2536067198453,4.6564
UCcff9aGsGbyCAN42rqtym6g,nitin chandila,Fitness,Unknown,Official youtube channel of Indian bodybuilder Nitin Chandila. You can follow this channel for my regular workout and nutrition videos which might be helpful for anyone chasing there fitness goals.,518000,115019027,767,2021-01-04T16:15:10.328954Z,149959.61799217731,28.949733203123035,3.3995
UCt8w-7d1EKf4F4qiuj_NeUg,Dhanush Amin,Fitness,IN,"On this channel you can find fitness tips, exercise and hair care videos.
Email: Dhanushamin9740@gmail.com

",840000,568268871,516,2021-11-14T11:50:28.428313Z,1101296.261627907,131.10669781284608,4.8836
UC9Awl_4qjLO8-SqJ2VkpMZg,Get Fit with SiGo,Fitness,IN,"Get Fit with Sivaguru & Gomathy ❤️

Welcome to our world of fitness, style, and wellness! 🌟

Join us as we share our journey towards a healthier and more vibrant lifestyle, featuring:

Fitness Tips & ",1600000,1634482972,865,2022-09-26T16:32:51.386493Z,1889575.6901734103,118.09848063583814,4.78
UC7t6QJ4u8qF8pI-vibX-BUQ,WORKOUT,Fitness,US,"WORKOUT is great team of professional fitness athletes and coaches. We have our own dedicated team of video editors/producer, Videographer/filmmaker. WORKOUT is Worldwide Brand & Movement. All content",8640000,978295402,1203,2011-06-28T13:58:45Z,813213.1354945968,9.4121890682245,2.343
UCaebxrfVje2g0nRQ92D8DfA,Desi Gym Fitness,Fitness,IN,"my name is Santosh Yadav and I am a Fitness trainer and motivater I  upload fitness and bodybuilding videos in this channel.  All type of fitness videos like muscle building, weight loss and other fit",3360000,642868659,896,2018-03-27T10:48:22Z,717487.3426339285,21.35378995934311,3.107
UCSE72IaHOL-1Tv-m3JHE4Cg,wearecult,Fitness,IN,"Be Better Everyday!*
*Exclamation mark added by Ranveer Singh, our new Motivator-in-Chief",2260000,363033021,2329,2017-04-20T12:22:36Z,155875.06268784887,6.897126667603932,2.0665
UCMS6jAdlfsDW2l6yGYtd18A,Venkat Fitness Trainer,Fitness,IN,"Venkat Fitness Trainer Best Telugu Fitness Trainer in India. From South India Hyderabad. Certified Trainer who trained hero Sunil, Ram, and so many celebrities. He gives best six pack tips, diet plans",517000,68488970,930,2018-02-17T06:36:43Z,73644.05376344085,14.244497826584304,2.7242
UC6I9xtXwwo87Dik1xMPgLdw,RD Fitness Unlimited,Fitness,IN," For 99 Days Online Training +918838047009
",1660000,306734624,938,2020-07-02T05:36:04.801162Z,327009.19402985077,19.699349037942817,3.0301
UCkKGYXQpaecQWA8bjIqbKCg,Kannada Health and Fitness,Fitness,Unknown,"Step into a world of fitness and health tailored exclusively for the Kannada-speaking audience. Kannada Health and Fitness is your ultimate hub for all things wellness, offering a rich variety of cont",237000,63126827,544,2020-09-14T21:17:46.461552Z,116041.96139705883,48.962852910151405,3.9113
UChy4qc0Gt26NsMfldeQ2DMQ,Kush fitness,Fitness,IN,"राम राम जी
Welcome to Kush fitness
इस चैनल पर मिलेगी आपको यह जानकारियां-Exercise,desi diet, beauty, घरेलू नुस्खे,beauty information,how to be fit desi nuskho se, bodybuilding information,home workout,",1190000,143267823,849,2017-11-06T09:47:50Z,168748.90812720847,14.180580514891469,2.72
UCObqz9gEwhZmouZ685Uk0fQ,FITNESS DANCE With RAHUL,Fitness,IN,"""FITNESS DANCE With RAHUL"" promote Indian Dances through the Dance Fitness Workout Routines & Easy Choreography Like : Bollywood, Bhangra, Tollywood, Free Style, Etc

If you're familiar with Bollywood",829000,176310712,675,2015-09-16T05:00:20Z,261201.05481481482,31.507968011437253,3.4815
UCpPNGUZgUU6wCEMoxCMaqjQ,Village Desi workout ,Fitness,Unknown,"Hello friends 🙏👋, Mera Naya YouTube channel , please support me. Jai hind 🇮🇳🇮🇳",2610,1434566,345,2023-12-17T17:03:08.205548Z,4158.16231884058,159.3165639402521,5.0772
UCEitRqqiXZkDOui-_9771lA,HOME WORKOUT,Fitness,IN,"Welcome To Our Channel 

A ""HOME WORKOUT 🏋️"" YouTube channel would likely feature videos on exercise, physical fitness, and healthy living. The channel could include workout tutorials, tips and advice",11000,8816696,28,2024-07-13T06:55:43.436533Z,314882.0,2862.5636363636363,7.9598
UC0FIp7QQEXZi-Wgm5P3bOJw,Mama's Workout Squad,Fitness,IN,"Welcome to Mama's Workout Squad, where fitness meets family fun! Join us as we embark on a journey to stay active and healthy together. Our channel is dedicated to providing enjoyable and effective wo",7990,1002467,312,2017-09-17T12:38:21Z,3213.0352564102564,40.21320721414588,3.7188
UCGhTq7eI2yg2m6Hbo4nrKxg,Captain Workout,Fitness,US,"Bodybuilding made simple.
",555000,47804779,70,2025-07-04T06:34:37.444244Z,682925.4142857143,123.04962419562419,4.8207
UC71ycJAmvaMy27Z4qL3mgsQ,Workout Sunday,Fitness,IN,"Welcome to Workout Sunday – your weekly dose of fitness, facts, and transformation.

This is a faceless YouTube channel dedicated to delivering science-based health tips, quick workout shorts, and pra",62,25255,20,2025-06-15T05:26:52.141545Z,1262.75,2036.6935483870968,7.6196
UCdQD73l5GjsOcEYXuzb1ZuQ,DUDE WORKOUT ,Fitness,US,"Doon Workout mein aapko milenge simple aur effective home workout routines, jo aap bina gym equipment ke kar sakte ho 💪
Is channel ka goal hai:
🔥 Fat loss workouts
💪 Muscle gain exercises
🏠 Home worko",97,31530,6,2025-11-02T03:19:08.520984Z,5255.0,5417.525773195876,8.5976
UC54QiLiwExuSY28i5dyLzfA,HOME WORKOUT Zoneytshts 🔥,Fitness,IN,"welcome to my desifitness YouTube channel 
#shorts",20,48475,88,2026-02-21T08:57:05.34978Z,550.8522727272727,2754.2613636363635,7.9213
UC9iMMc9FzF-sdahj_HIdiRw,Whole Workout,Fitness,Unknown," Calisthenic athlete 🤸‍♂️

All Natural and vegetarian, 🌱 No supplements or Steroids 

“For business inquiries”
daskarankumar24@gmail.com
",18700,6285423,471,2024-02-10T12:36:06.634675Z,13344.847133757961,71.3628188971014,4.2817
UCmAzC-1q0mJwGZMltSVyJGQ,Future Workout,Fitness,IN,"Welcome to [Future Workout]!

Your go-to destination for workouts that get results. Whether you're a beginner or a fitness pro, we’ve got you covered with:

✅ Full-body workouts
✅ Strength training & ",70200,55127163,915,2024-02-16T12:19:46.780563Z,60248.26557377049,85.8237401335762,4.4639
UCLoikNR5zXtSXl98jYOhQCw,WorkoutChannel,Fitness,FR,"BONJOUR A TOI JEUNE ATHLÈTE! 🏀
JE SUIS UN COACH DE BASKETBALL QUI VEUT TRANSMETTRE SA PASSION!

TU RETROUVERAS SUR CETTE CHAÎNE: 
►DES TUTOS ET ENTRAÎNEMENTS POUR DEVENIR MEILLEUR AU BASKET
►DES DUELS",93100,10631193,162,2013-05-06T18:39:45Z,65624.64814814815,70.48834387556192,4.2695
UCaM80jFI4JlGiIxZnw1HGIw,AM CRICKET & WORKOUT,Fitness,IN,"AM CRICKET AND WORKOUT VLOG 🏏

‎⁨@akashmeshram030⁩  
‎⁨@MumbaiCricAssoc⁩  

Wellcom to My YouTube channel
hello everyone 👋😊 
my name : akash meshram
I'm from : Ramtek Nagpur Maharasta in India
Passion",1280,675919,663,2020-01-02T15:44:53.73224Z,1019.4856711915536,79.64731806184012,4.3901
UC_wjX-d8hpP_DRSSt8OtOqQ,WORKOUT WARRIOR,Fitness,US,"🙌 WORKOUT WARRIOR 🙌

🖐️ Follow Workout Warrior ♥️ and stay healthy and live good  lifestyle ✨🏋️
🤗 Join the workout tips and daily routine and good advice to help your transformation body and mindset 💪",649000,350654726,1513,2024-12-07T03:32:38.996308Z,231761.22009253138,35.7105115704979,3.6031
UCGmBECb2zOAWOn8pBII-vtQ,Workout Mode,Fitness,Unknown,"Welcome to the official YouTube channel of Workout Mode. Here You Will Find GYM Workout Videos

If you search bodybuilding and gym motivation videos, you are in the right place.... 

What You'll Find ",18500,10527224,205,2017-11-10T15:51:47Z,51352.31219512195,277.58006591957815,5.6297
UCJFD1n58F1BzI31ghQyO28g,master workout,Fitness,Unknown,"||| Assalamualikum friends ||| 

《WELCOME TO MY [MASTER WORKOUT] CHANNEL》 

{ HerE YoU WilL FinD AlL TypeS   EmotioN 😭   ComedY 🤣    DramA 🤡   ActioN 🎬  AlL VideoS 📹 }

€€ .please subscribe to my chan",61700,10968854,1260,2023-01-25T19:26:37.78498Z,8705.439682539683,14.109302564894138,2.7153
UCanGaUp9luSTbqkCh9zVUIQ,Workout Health and Fitness,Fitness,IN,"With more then 20 years of experience in the fitness industry, we are here to help you build a perfect physique/figure. From Workout's to Diet plans, Home workout's to Gym workout's, Supplementation a",62300,7406051,44,2023-07-26T10:47:39.400413Z,168319.3409090909,270.1755070771925,5.6028
UCES0XXygB5eGfR9Dj_ZzBQw,Siddharth Nigam Workout ,Fitness,IN,"Fitness is not about looking strong.
It’s about becoming disciplined enough to perform under pressure.

I’m Siddharth Nigam actor, gymnast, and athlete.
This channel documents my journey of training, ",4350,260988,66,2026-02-02T22:08:50.124327Z,3954.3636363636365,90.90491118077325,4.5208
UCnHteffuiVQk3fiFWDv7g1w,SHAPE & WORKOUT ,Fitness,IN,"✅️ SHAPE & WORKOUT is the channel for Bodybuilding , Fitness , Gym , Workout , Caliesthenic , Motivational Videos and More.

🔴 I make these videos to motivate more people and inspire them for better w",136000,30109497,640,2023-12-08T11:40:26.571726Z,47046.0890625,34.592712545955884,3.5721
UCTh8egIb_fteMBxi_NQfTQw,N.M Workout ,Fitness,Unknown,,87,71818,203,2025-08-10T07:09:09.078136Z,353.7832512315271,406.64741520865186,6.0104
UC5FNiPVkYzw5040Fx3s576A,EFFECTIVE WORKOUT,Fitness,US,"◼ Welcome to EFFECTIVE WORKOUT Channel!
Here, you’ll find powerful and effective exercises designed for every muscle group, helping you build a stronger, healthier, and more aesthetic body.

Our missi",165000,16612285,881,2020-10-22T06:12:49.899641Z,18856.16912599319,11.427981288480721,2.52
UCi2SWsoqt6cJlmGReEZuh1w,WORKOUT WITH RIYANKA ,Fitness,IN,"Official YouTube Channel of Riyanka Dey. 

This Is My Fitness channel 💪 Welcome to my 
Fitness journey 💪 let's go 😁 
On This Channel I Share My Life With You Guys 💋 

I Am a Fitness trainer 💪 🔥 

My C",2910,673878,845,2020-04-19T04:44:17.198912Z,797.4887573964497,27.405111938022326,3.3466
UCpWubi1_VA9jnIqwHpgh0Iw,Sahdev Home Workout,Fitness,IN,"Hello Friends 

Mera name hai sahdev aur aap sabhi ka hamare youtube channel par swagat hai dosto hamare is channel par desi gym fitness motivation se sabkuch milega to aap channel ko subscribe jarur ",45,80253,85,2025-11-23T19:22:25.202541Z,944.1529411764706,2098.1176470588234,7.6493
UCVbSit_Ba-hKcbf1Qb_MdZA,Army Workout Routine,Fitness,IN,"🎖️You are most welcome to my YouTube channel (Army Workout Routine)🎖️

🎖️ Jai Hind Dosti ! 
    
Main hoon (Akhil Kumar) aapka Bhai , aapka coach, aur ek police 🚨, Fauji jazbe Wala fitness freak !

💥 ",59,996,5,2026-04-30T14:55:54.936208Z,199.2,337.62711864406776,5.8249
UCsCrgTwPv3kBrPF9omhQpzA,HOMEWORKOUT,Fitness,KR,"Please understand that the title of the video may contain some intuitive and stimulating elements to increase the possibility of searching for content. 
Videos are produced by referring to fully verif",585000,61679431,1178,2023-02-28T14:55:20.578012Z,52359.44906621392,8.950333173711781,2.2976
UCeHRYmNbfIzsZ03banezIIQ,Maniy Workout Official ,Fitness,IN,"Calisthenics Freestyle Athlete And | Coach | Fitness Instructor | Yamunanagar Haryana 

Aisw Callout Battle Winner 🏆 
National Champ 🏆
3x State Champ🥈


",2360,988629,88,2020-04-21T15:27:14.373617Z,11234.420454545454,476.0347650231124,6.1676
UCBO4-IayF3TzQuW7Dx_4RcA,WORKOUT REALARM,Fitness,Unknown,"""This isn’t just another workout channel… this is a fitness revolution!
Here, you’ll find the energy, the motivation, and the hatke workout style you’ve never seen before.

🔥 No boring gym vibes
🔥 No ",687,82411,20,2025-09-19T08:48:28.222133Z,4120.55,599.7889374090247,6.3982
UC1CEMd0yTueGmM4xpd5h0Sg,Final Workout,Fitness,US,"Final Workout is a no-excuses training channel for those who believe real strength is built when the body is tired and the mind wants to quit. This channel is not about comfort, trends, or shortcuts. ",2810,330642,96,2025-07-28T03:52:52.836035Z,3444.1875,122.56895017793595,4.8168
UCKtVnByxQc6rpfCZi92Lvxg,Tommy WORKOUT,Fitness,US,"Hi guys! My name is Izzatulla Urokboev, and I’m a boy athlete who practices rhythmic gymnastics. I’ve been training for over 5 years and have achieved great results. On this channel, I’ll be sharing m",1560000,1179582940,230,2024-06-30T08:50:39.269159Z,5128621.478260869,328.7577870680044,5.7984
UCqbzEYgdezDmFlGUrCbdO0g,Workout with Karthi,Fitness,Unknown,"Hello everyone 
Welcome to my YouTube channel!!!
Here I share videos on my Fitness journey postpartum and also my Life as a mom of a Toddler.

I am an Athelete, Yoga Instructor, Martial artist, Taichi",74,47708,48,2012-11-04T11:44:47Z,993.9166666666666,1343.1306306306305,7.2035
UC5RAe9RXgqszcReYWVUARMQ,workout with niki,Fitness,TR,"Welcome to the most attractive and best home workout channel 
In this channel, you will be taught the best HIIT, fat burning exercises, cardio, muscle building and corrective movements without special",2700,401067,270,2022-08-23T13:24:30.169964Z,1485.4333333333334,55.01604938271605,4.0256
UCVbjTIIOBuhUCU82jGC3CLQ,Workout Akshay,Fitness,IN,"Instagram - workout.ak
Facebook - Workout.Ak",310000,81753546,684,2017-07-18T06:52:40Z,119522.72807017544,38.55571873231466,3.6777
UCHdx3vX4Z6K6Je9EUid5UxA,ProFit Workout,Fitness,US,"Welcome to ProFitWorkout! 💪🏋️‍♂️ Ready to achieve your fitness goals without the hassle? Join us every day for convenient, equipment-free workouts tailored for busy bees like you. No fancy gear, just ",5100,345156,101,2023-10-06T15:14:17.459421Z,3417.3861386138615,67.00757134536983,4.2196
UCjL_3i7QbcmRaOf8qCOfJ7A,Workout Plan for Fitness ,Fitness,IN,"I am Gajendra Dayma 

मैं आपका अपने Official Youtube Channel Workout Plan For Fitness में स्वागत करता हु। इस चैनल के माध्यम से मैं आपको Daily Workout Plan, Healthy Diet, Daily Rutine Work for Zym, Des",98,17024,26,2023-03-20T14:03:52.88812Z,654.7692307692307,668.131868131868,6.506
UCAHo1ffwiyr47IA2e4B6L5Q,Zi workout,Fitness,US,"Welcome to ZiWorkout – Build Strength, Size & Power! 💪🔥

Want to gain muscle, increase strength, and sculpt your dream physique? At ZiWorkout, we provide expert-backed workout routines, training tips,",53300,5569847,1033,2023-07-20T03:40:15.546044Z,5391.913843175218,10.116161056613917,2.4084
UCGZCi0pLApnhpluB6u00GGg,Thunder Workout,Fitness,IN,"Welcome to the Thunder Workout. This is where fitness gets real, stripped of complexity and hype. We're not just lifting weights, we're building sustainable strength.

🧠 What You'll Find Here:
• Smart",27,5653,9,2026-01-07T16:53:56.694717Z,628.1111111111111,2326.3374485596705,7.7525
